mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
citroen,xsara-picasso,,2005,142000,1749,Gasoline,Będzin,Śląskie,10500
opel,meriva,gen-ii-2010,2010,141940,1398,Gasoline,Grudziądz,Kujawsko-pomorskie,24900
seat,leon,gen-ii-2005-2012,2006,247589,1896,Diesel,Częstochowa,Śląskie,13900
ford,focus,gen-mk3-2010,2012,109021,998,Gasoline,Starogard Gdański,Pomorskie,25900
renault,espace,gen-iv-2003-2014,2006,159000,1870,Diesel,Radom,Mazowieckie,12900
renault,clio,gen-ii-1998-2012,2001,143321,1149,Gasoline,Tarnowskie Góry,Śląskie,5900
audi,a3,gen-audi-a3-8y,2020,13340,1968,Diesel,Warszawa,Mazowieckie,156900
citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2007,255000,1560,Diesel,Wejherowo,Pomorskie,9900
mazda,6,gen-iii-2012-6,2019,38078,1998,Gasoline,Piaseczno,Mazowieckie,90000
mercedes-benz,a-klasa,gen-w176-2012,2014,210600,1461,Diesel,Kalisz,Wielkopolskie,37000
hyundai,i20,gen-ii-2014,2022,5,1197,Gasoline,Bielsko-Biała,Śląskie,70300
fiat,panda,gen-ii-2003-2012,2012,138000,1242,Gasoline,Dojazdów,Małopolskie,14900
opel,corsa,gen-d-2006-2014,2012,171000,1398,Gasoline,Piątnica Poduchowna,Podlaskie,18900
audi,a3,gen-8p-2003-2012,2010,193000,1390,Gasoline,Białobrzegi,Mazowieckie,26900
opel,vectra,gen-c-2002-2008,2008,206570,2198,Gasoline,Konin,Śląskie,18900
renault,clio,gen-iii-2005-2012,2012,123000,1149,LPG,Puławy,Lubelskie,16900
audi,q3,,2021,0,0,Gasoline,Poznań,Wielkopolskie,212100
ford,c-max,gen-ii-2010-c-max,2015,186540,1498,Diesel,Toruń,Kujawsko-pomorskie,39800
renault,megane,gen-iv-2016,2021,1,1332,Gasoline,Gdynia,Pomorskie,84900
audi,a4,gen-b9-2015,2018,52763,1395,Gasoline,Warszawa,Mazowieckie,109900
opel,zafira,gen-c-2011,2013,127000,1956,Diesel,Zamość,Lubelskie,39900
mercedes-benz,m-klasa,gen-w164-2005-2011,2009,249646,2987,Diesel,Elbląg,Warmińsko-mazurskie,56490
fiat,panda,gen-ii-2003-2012,2009,110334,1108,Gasoline,Gliwice,Śląskie,10800
audi,a4,gen-b9-2015,2021,24939,1968,Diesel,Łódź,Łódzkie,199900
nissan,micra,gen-k13-2010,2012,130123,1198,Gasoline,Szamotuły,Wielkopolskie,17900
audi,s5,,2008,285000,1798,Gasoline,Szamotuły,Wielkopolskie,46500
mercedes-benz,a-klasa,gen-w169-2004-2012,2008,177267,1699,Gasoline,Nowa Wieś Rzeczna,Pomorskie,16999
volkswagen,arteon,,2019,51910,1984,Gasoline,Modlniczka,Małopolskie,174900
mercedes-benz,c-klasa,gen-w205-2014,2017,125382,2143,Diesel,Lubin,Dolnośląskie,127900
renault,clio,gen-iii-2005-2012,2010,158000,1149,Gasoline,Zawonia,Dolnośląskie,13900
renault,captur,,2020,13400,999,Gasoline,Warszawa,Mazowieckie,75900
bmw,x5,gen-e70-2006-2013,2008,338000,2993,Diesel,Słupsk,Pomorskie,39999
bmw,seria-5,gen-g30-2017,2018,153893,1995,Diesel,Włocławek,Kujawsko-pomorskie,130900
skoda,kodiaq,,2021,2953,1968,Diesel,Sosnowiec,Śląskie,199800
kia,stinger,,2018,26000,1998,Gasoline,Buczkowice,Śląskie,99800
toyota,aygo,gen-ii-2014-aygo,2018,17425,998,Gasoline,Kalisz,Wielkopolskie,44900
ford,fiesta,gen-mk7-2008,2012,102944,1242,Gasoline,Katowice,Śląskie,25000
volkswagen,new-beetle,,2009,98000,1896,Diesel,Wodzisław Śląski,Śląskie,31000
hyundai,elantra,gen-iv-2016-elantra,2022,10,1598,Gasoline,Konin,Wielkopolskie,106950
bmw,x5,gen-g05-2018,2018,81000,2993,Diesel,Białystok,Podlaskie,349000
mazda,6,gen-ii-2007-2013-6,2008,185000,1998,Diesel,Jasło,Podkarpackie,12900
toyota,yaris,gen-ii-2005-2011,2008,179000,1298,Gasoline,Choroszcz,Podlaskie,16900
mercedes-benz,a-klasa,gen-w177-2018,2019,46930,1991,Gasoline,Rybnik,Śląskie,138130
hyundai,ix35,,2013,149500,1685,Diesel,Jaraczewo,Wielkopolskie,43900
volvo,v40,gen-ii-2012-v40,2016,128000,1969,Diesel,Kolonia Wierzchowisko,Śląskie,64900
mini,cooper-s,,2021,10,1998,Gasoline,Bielsko-Biała,Śląskie,144500
mitsubishi,outlander,gen-ii-2006-2013,2007,242045,1997,LPG,Spytkowice,Małopolskie,14500
volkswagen,golf-sportsvan,,2015,177215,1968,Diesel,Iława,Warmińsko-mazurskie,49900
ford,focus,gen-mk2-2004-2011,2008,335000,1753,Diesel,Kraków,Małopolskie,7300
hyundai,ix35,,2014,83000,1591,Gasoline,Płock,Mazowieckie,54900
mazda,6,gen-iii-2012-6,2018,78586,2000,Gasoline,Swadzim,Wielkopolskie,93900
honda,civic,gen-viii-2006-2011,2007,196000,1339,Gasoline,Legnica,Dolnośląskie,16900
fiat,500,,2021,5,0,Electric,Szczecin,Zachodniopomorskie,147000
peugeot,2008,,2017,91000,1560,Diesel,Pniewy,Wielkopolskie,47900
honda,hr-v,gen-ii-2015-hr-v,2017,23000,1800,Gasoline,Warszawa,Mazowieckie,66000
audi,a7,gen-c7-2011-2018,2017,78600,2995,Gasoline,Grodzisko Górne,Podkarpackie,155100
opel,zafira,gen-b-2005-2011,2007,296000,1910,Diesel,Olkusz,Małopolskie,14700
chevrolet,cruze,,2012,165000,1998,Diesel,Złoty Stok,Dolnośląskie,21700
opel,mokka,,2016,55100,1364,Gasoline,Płock,Mazowieckie,72900
audi,q7,,2015,109000,2967,Diesel,Mielec,Podkarpackie,237999
ford,focus,gen-mk3-2010,2017,172000,1596,Gasoline,Piekary Śląskie,Śląskie,34800
audi,a6,gen-c7-2011,2014,200200,2995,Gasoline,Białystok,Podlaskie,74600
peugeot,3008,gen-i-2009-2016,2013,194000,1560,Diesel,Kośmin,Mazowieckie,33500
fiat,500,,2016,59900,1242,Gasoline,Częstochowa,Śląskie,34990
hyundai,ix35,,2015,178000,1995,Diesel,Jedlnia,Mazowieckie,58900
peugeot,208,,2021,5,1199,Gasoline,Łódź,Łódzkie,64300
hyundai,i40,,2013,347000,1685,Diesel,Leszno,Wielkopolskie,32888
audi,a4,gen-b9-2015,2017,113513,1968,Diesel,Stalowa Wola,Podkarpackie,133900
nissan,qashqai,gen-ii-2013,2015,154628,1598,Diesel,Katowice,Śląskie,57000
alfa-romeo,159,,2006,199250,1910,Diesel,Leszno,Wielkopolskie,15900
ford,c-max,gen-i-2003-2010-c-max,2008,106121,1798,Gasoline,Masłowo,Wielkopolskie,16999
volkswagen,passat,gen-b7-2010-2014,2012,137000,1968,Diesel,Bolesławiec,Dolnośląskie,51900
mercedes-benz,glc-klasa,,2021,5,1950,Diesel,Toruń,Kujawsko-pomorskie,266700
peugeot,307,,2005,320000,1560,Diesel,Garwolin,Mazowieckie,5500
renault,laguna,gen-iii-2007,2011,78001,1461,Diesel,Orzesze,Śląskie,27900
kia,ceed,gen-i-2006-2012,2011,139239,1396,Gasoline,Kielce,Świętokrzyskie,24900
ford,b-max,,2012,173000,998,Gasoline,Tychy,Śląskie,23900
audi,q5,gen-8r-2008-2016,2012,384000,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,53900
opel,insignia,gen-a-2008-2017,2015,130000,1956,Diesel,Tuchola,Kujawsko-pomorskie,44900
honda,civic,gen-ix-2011,2012,112956,1339,Gasoline,Janki,Mazowieckie,39000
opel,insignia,gen-a-2008-2017,2010,199000,1956,Diesel,Marki,Mazowieckie,28500
ford,mondeo,gen-mk4-2007-2014,2012,282000,1997,Diesel,Sosnowiec,Śląskie,31906
skoda,superb,gen-iii-2015,2017,196000,1968,Diesel,Hrubieszów,Lubelskie,74500
opel,corsa,gen-d-2006-2014,2009,186000,1229,Gasoline,Rembelszczyzna,Mazowieckie,14500
audi,q7,,2015,173000,2967,Diesel,Ludwików,Łódzkie,185000
skoda,fabia,gen-iii-2014,2018,85231,999,Gasoline,Katowice,Śląskie,39800
skoda,karoq,,2021,1,1500,Gasoline,Dobroń,Łódzkie,118150
ford,focus,gen-mk3-2010,2017,33200,1498,Diesel,Szczecin,Zachodniopomorskie,42900
audi,a4,gen-b9-2015,2018,166000,1984,Gasoline,Katowice,Śląskie,105900
volkswagen,golf-sportsvan,,2019,33000,1498,Gasoline,Nowy Dwór Gdański,Pomorskie,89000
opel,astra,gen-k-2015,2019,75210,1399,Gasoline,Tarnowskie Góry,Śląskie,64900
skoda,karoq,,2021,6,1984,Gasoline,Słupsk,Pomorskie,150250
renault,clio,gen-iii-2005-2012,2007,185000,1998,Gasoline,Warszawa,Mazowieckie,24500
renault,grand-espace,,2013,237360,1995,Diesel,Radom,Mazowieckie,42900
ford,mondeo,gen-mk5-2014,2015,48000,1997,Diesel,Warszawa,Mazowieckie,61500
mitsubishi,eclipse-cross,,2021,4000,2360,Hybrid,Szczecin,Zachodniopomorskie,180000
bmw,seria-1,gen-e87-2004-2013,2010,240000,1998,Diesel,Słupca,Wielkopolskie,19900
renault,megane,gen-iii-2008-2016,2009,210000,1598,Gasoline,Tarnowskie Góry,Śląskie,18900
ford,focus,gen-mk3-2010,2016,211270,1499,Diesel,Piaseczno,Mazowieckie,27500
hyundai,tucson,gen-iii-2015-2020,2016,125778,1591,LPG,Długołęka,Dolnośląskie,72901
opel,vectra,gen-c-2002-2008,2008,230000,1910,Diesel,Nowy Tomyśl,Wielkopolskie,19500
citroen,c5,gen-iii-2008,2010,262512,1997,Diesel,Wrocław,Dolnośląskie,21000
mazda,3,gen-iii-2013-3,2016,110800,1998,Gasoline,Poznań,Wielkopolskie,63900
ford,mustang,,2019,51347,5038,Gasoline,Mińsk Mazowiecki,Mazowieckie,146900
audi,a4,gen-b6-2000-2004,2005,357306,1968,Diesel,Bielany Wrocławskie,Dolnośląskie,12800
volkswagen,polo,gen-v-2009,2014,36353,999,Gasoline,Łódź,Łódzkie,33900
opel,adam,,2017,23000,999,Gasoline,Kraśnik,Lubelskie,35900
volvo,xc-60,gen-i-2008-2017,2015,190000,1984,Diesel,Prażmów,Mazowieckie,65400
peugeot,207,,2010,143648,1560,Diesel,Izbiska,Podkarpackie,14500
audi,q5,gen-8r-2008-2016,2010,247000,2967,Diesel,Kutno,Łódzkie,64900
renault,grand-scenic,gen-ii-2003-2009-grand-scenic,2007,221000,1998,Gasoline,Kraków,Małopolskie,9900
renault,kadjar,,2018,19000,1332,Gasoline,Mysłowice,Śląskie,84900
audi,a3,gen-8p-2003-2012,2007,330000,1896,Diesel,Regulice,Małopolskie,17500
ford,mondeo,gen-mk4-2007-2014,2011,229358,1997,Diesel,Chojnów,Dolnośląskie,29999
opel,zafira,gen-b-2005-2011,2009,151000,1796,Gasoline,Trzcinica,Wielkopolskie,18500
opel,insignia,gen-a-2008-2017,2009,222740,1956,Diesel,Celiny,Świętokrzyskie,19900
bmw,seria-5,gen-f10-2009,2015,188000,2993,Diesel,Nysa,Opolskie,159900
audi,a3,gen-8p-2003-2012,2008,168000,1595,Gasoline,Kielce,Świętokrzyskie,24900
opel,vectra,gen-c-2002-2008,2004,243400,1910,Diesel,Dachnów,Podkarpackie,6500
volkswagen,golf,gen-viii-2020,2022,10,1498,Gasoline,Warszawa,Mazowieckie,150540
bmw,seria-3,gen-e46-1998-2007,2005,320000,1995,Diesel,Jastrzębie-Zdrój,Śląskie,6800
bmw,seria-3,gen-e46-1998-2007,2002,212324,1995,Diesel,Chyżne,Małopolskie,6500
opel,corsa,gen-d-2006-2014,2008,182000,1200,Gasoline,Świdnica,Dolnośląskie,11800
hyundai,i30,gen-i-2007-2012,2008,144352,1591,Gasoline,Nakło nad Notecią,Kujawsko-pomorskie,18399
audi,q3,,2021,5,1498,Gasoline,Gdańsk,Pomorskie,186073
audi,rs6,,2021,20,3996,Gasoline,Warszawa,Mazowieckie,790000
hyundai,ix35,,2015,145572,1591,Gasoline,Brzeg,Opolskie,55900
fiat,500,,2010,232500,1248,Diesel,Warszawa,Mazowieckie,16600
bmw,seria-3,gen-e46-1998-2007,2001,250000,1796,Gasoline,Sokolniki Las,Łódzkie,6200
volvo,s60,gen-ii-2010-s60,2017,86500,1969,Gasoline,Łapy,Podlaskie,69900
skoda,octavia,gen-ii-2004-2013,2012,181000,1798,Gasoline,Żywocice,Opolskie,30750
bmw,x1,gen-f48-2015,2020,9898,2000,Diesel,Swadzim,Wielkopolskie,178900
volvo,xc-60,gen-ii-2017,2018,107595,1969,Diesel,Warszawa,Mazowieckie,169799
renault,grand-espace,,2008,303000,1995,Diesel,Kęty,Małopolskie,11500
kia,picanto,gen-iii-2017-picanto,2017,69422,1248,Gasoline,Bydgoszcz,Kujawsko-pomorskie,39500
nissan,micra,gen-k13-2010,2014,73000,1198,Gasoline,Gliwice,Śląskie,20900
alfa-romeo,giulietta,,2010,128700,1368,Gasoline,Łask,Łódzkie,28900
mitsubishi,asx,,2011,185000,1798,Diesel,Częstochowa,Śląskie,33900
audi,a4,gen-b9-2015,2018,150000,1968,Diesel,Kościerzyna-Wybudowanie,Pomorskie,79900
toyota,c-hr,,2018,115000,1798,Hybrid,Białystok,Podlaskie,74900
mercedes-benz,s-klasa,gen-w221-2005-2013,2011,264000,5461,LPG,Rumia,Pomorskie,84870
alfa-romeo,159,,2008,216000,1910,Diesel,Tychy,Śląskie,17000
nissan,micra,gen-k13-2010,2017,99120,1198,Gasoline,Warszawa,Mazowieckie,39900
audi,q5,gen-fy-2017,2021,5,1968,Diesel,Toruń,Kujawsko-pomorskie,255340
audi,a3,gen-8p-2003-2012,2008,271210,1968,Diesel,Środa Śląska,Dolnośląskie,24800
mitsubishi,lancer,gen-ix-2005-2008,2008,113500,1798,Gasoline,Wrocław,Dolnośląskie,16500
volkswagen,polo,gen-vi-2017,2022,5,999,Gasoline,Lubin,Dolnośląskie,68880
audi,q8,,2021,1,2967,Diesel,Białystok,Podlaskie,291000
peugeot,508,,2014,187928,1997,Hybrid,Augustów,Podlaskie,49999
opel,astra,gen-h-2004-2013,2007,350000,1686,Diesel,Gdańsk,Pomorskie,7000
volkswagen,passat,gen-b8-2014,2018,39000,1968,Diesel,Grodzisk Wielkopolski,Wielkopolskie,93900
fiat,500,,2011,173000,875,Gasoline,Łomża,Podlaskie,20999
opel,vivaro,,2018,215585,1598,Diesel,Nowy Sącz,Małopolskie,73800
kia,sportage,gen-iii-2010-2015,2014,179000,1685,Diesel,Skrzeszew,Mazowieckie,54900
hyundai,tucson,gen-iii-2015-2020,2017,246300,1591,Gasoline,Grudziądz,Kujawsko-pomorskie,74000
skoda,rapid,,2015,62179,1197,Gasoline,Bielany Wrocławskie,Dolnośląskie,44000
renault,megane,gen-iv-2016,2020,39101,1461,Diesel,Katowice,Śląskie,79900
audi,s5,,2019,27000,2995,Gasoline,Środa Wielkopolska,Wielkopolskie,199900
volvo,v40,gen-ii-2012-v40,2017,192000,1969,Diesel,Płock,Mazowieckie,61900
seat,leon,gen-ii-2005-2012,2009,113390,1390,Gasoline,Gniezno,Wielkopolskie,18900
peugeot,2008,,2021,2,1199,Gasoline,Inowrocław,Kujawsko-pomorskie,115900
hyundai,kona,,2020,4000,1591,Gasoline,Poznań,Wielkopolskie,105000
peugeot,208,,2019,31000,1199,Gasoline,Babimost,Lubuskie,44900
skoda,kamiq,,2021,5,1498,Gasoline,Kraków,Małopolskie,109000
toyota,corolla,gen-seria-e16-2012,2019,50000,1598,Gasoline,Wieliczka,Małopolskie,79000
renault,clio,gen-iii-2005-2012,2009,167279,1149,Gasoline,Rojów,Wielkopolskie,10300
opel,astra,gen-k-2009-2015,2018,157165,1598,Diesel,Kowale,Pomorskie,49900
bmw,seria-1,gen-e87-2004-2013,2006,192000,1596,Gasoline,Mogilno,Kujawsko-pomorskie,12900
mercedes-benz,slk-klasa,,1999,186521,1998,Gasoline,Pniewy,Wielkopolskie,7599
toyota,yaris,gen-iii-2011,2013,229000,998,Gasoline,Żory,Śląskie,18900
audi,a1,,2018,60200,1395,Gasoline,Kalisz,Wielkopolskie,83900
bmw,seria-5,gen-e60-2003-2010,2005,265572,2497,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,15500
ford,focus,gen-mk4-2018,2021,12,998,Gasoline,Kraków,Małopolskie,89000
audi,a8,gen-d2-1994-2002,1997,234561,3697,Gasoline,Stary Zdrój,Dolnośląskie,15999
volvo,s60,gen-iii-2018-s60,2020,15000,1969,Gasoline,Warszawa,Mazowieckie,209900
volkswagen,arteon,,2018,144920,1984,Gasoline,Gdańsk,Pomorskie,139900
toyota,auris,gen-ii-2012,2017,27000,1329,Gasoline,Łaziska Górne,Śląskie,56500
volvo,s40,,2008,180000,2435,Gasoline,Komorowo,Mazowieckie,29900
renault,captur,,2017,89000,1461,Diesel,Międzyrzecz,Lubuskie,49900
toyota,yaris,gen-iii-2011,2014,198440,998,Gasoline,Mrągowo,Warmińsko-mazurskie,29900
peugeot,508,,2012,188665,1560,Diesel,Brzoza,Kujawsko-pomorskie,22000
bmw,seria-1,gen-e87-2004-2013,2009,151300,1995,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,20990
hyundai,tucson,gen-i-2004-2010-tucson,2006,215471,1975,Gasoline,Łomża,Podlaskie,18500
hyundai,kona,,2021,10,1598,Gasoline,Szczecin,Zachodniopomorskie,105400
toyota,yaris,gen-ii-2005-2011,2009,155000,1329,Gasoline,Opatówek,Wielkopolskie,18600
fiat,tipo,gen-ii-2016,2018,26112,1368,Gasoline,Piaseczno,Mazowieckie,44000
mercedes-benz,c-klasa,gen-w203-2000-2007,2000,91052,4266,Gasoline,Wałbrzych,Dolnośląskie,69000
skoda,octavia,gen-iii-2013,2014,139100,1395,Gasoline,Warszawa,Mazowieckie,46900
opel,corsa,gen-f-2019,2021,6,1199,Gasoline,Warszawa,Mazowieckie,69900
hyundai,i30,gen-ii-2012-i30,2013,120000,1396,Gasoline,Niwy,Świętokrzyskie,33800
opel,astra,gen-h-2004-2013,2007,203000,1598,LPG,Wieliczka,Małopolskie,10500
renault,clio,gen-v-2019,2021,5,1332,Gasoline,Warszawa,Mazowieckie,98100
audi,a4,gen-b6-2000-2004,2003,375000,1781,Gasoline,Przasnysz,Mazowieckie,15600
volkswagen,tiguan-allspace,,2021,5,1489,Gasoline,Gdańsk,Pomorskie,189900
bmw,x5,gen-e53-1999-2006,2002,189000,2979,Gasoline,Jarosław,Podkarpackie,25900
mercedes-benz,c-klasa,gen-w205-2014,2018,61610,1950,Diesel,Wrocław,Dolnośląskie,179900
ford,transit-custom,,2020,1,1998,Diesel,Warszawa,Mazowieckie,275000
renault,scenic,gen-ii-2003-2009-scenic,2004,240000,1598,Gasoline,Kościerzyna-Wybudowanie,Pomorskie,7900
toyota,auris,gen-ii-2012,2016,168197,1598,Gasoline,Grudziądz,Kujawsko-pomorskie,49900
mercedes-benz,c-klasa,gen-w203-2000-2007,2001,290000,2148,Diesel,Oborniki Śląskie,Dolnośląskie,8800
volkswagen,tiguan,gen-ii-2016-tiguan,2018,54624,1395,Gasoline,Gdynia,Pomorskie,129900
skoda,octavia,gen-iii-2013,2013,198000,1598,Diesel,Bielany Wrocławskie,Dolnośląskie,30000
toyota,corolla-verso,,2003,245000,1995,Diesel,Lublin,Lubelskie,6900
volkswagen,passat,gen-b7-2010-2014,2010,229541,1968,Diesel,Katowice,Śląskie,31000
bmw,3gt,,2019,65800,1995,Diesel,Szczecin,Zachodniopomorskie,112900
audi,a6,gen-c6-2004-2011,2010,179000,2967,Diesel,Rabka-Zdrój,Małopolskie,35500
ford,focus,gen-mk3-2010,2017,165000,1498,Diesel,Warszawa,Mazowieckie,37900
kia,soul,gen-ii-2014-soul,2021,10,0,Electric,Bełchatów,Łódzkie,177700
ford,b-max,,2014,117000,998,Gasoline,Grędzina,Dolnośląskie,26999
ford,fiesta,gen-mk6-2002-2008,2006,192000,1299,Gasoline,Wejherowo,Pomorskie,8500
mercedes-benz,e-klasa,gen-w211-2002-2009,2004,334459,2597,LPG,Wrocław,Dolnośląskie,18850
mercedes-benz,e-klasa,gen-w212-2009,2010,260000,2143,Diesel,Grudziądz,Kujawsko-pomorskie,52900
citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,167000,1560,Diesel,Rzeszów,Podkarpackie,37990
hyundai,i30,gen-i-2007-2012,2009,174000,1582,Diesel,Siestrzechowice,Opolskie,16500
opel,vectra,gen-c-2002-2008,2008,180000,1910,Diesel,Szczecin,Zachodniopomorskie,13500
hyundai,ix35,,2013,120000,1591,Gasoline,Byczyna,Opolskie,45900
bmw,seria-3,gen-f30-2012,2017,120687,1995,Diesel,Warszawa,Mazowieckie,66900
volkswagen,new-beetle,,1999,231000,2000,Gasoline,Kutno,Łódzkie,5900
volkswagen,passat,gen-b6-2005-2010,2006,215000,1984,Gasoline,Warszawa,Mazowieckie,16000
ford,ka,gen-ii-2008-ka,2009,132000,1242,Gasoline,Rawa Mazowiecka,Łódzkie,12900
skoda,superb,gen-ii-2008,2009,290000,1896,Diesel,Mysłowice,Śląskie,24900
volkswagen,golf,gen-vii-2012,2018,127211,1598,Diesel,Namysłów,Opolskie,52700
audi,a6,gen-c8-2018,2020,21808,2967,Diesel,Kalisz,Wielkopolskie,299900
audi,a6,gen-c5-1997-2004,2004,250000,2393,Gasoline,Jelenia Góra,Dolnośląskie,5900
bmw,seria-3,gen-f30-2012,2017,38000,1998,Gasoline,Białystok,Podlaskie,115000
opel,tigra,gen-ii-2004-2009,2006,174000,1364,Gasoline,Poznań,Wielkopolskie,4900
opel,meriva,gen-ii-2010,2014,155300,1364,Gasoline,Rzeszów,Podkarpackie,30900
kia,ceed,gen-ii-2012-ceed,2013,123000,1396,Gasoline,Starcza,Śląskie,37500
skoda,octavia,gen-iii-2013,2018,80830,1968,Diesel,Lublin,Lubelskie,99900
bmw,seria-3,gen-g20-2019,2019,44500,1995,Diesel,Leszno,Wielkopolskie,199260
peugeot,207,,2006,203057,1360,Gasoline,Gorzów Wielkopolski,Lubuskie,7400
skoda,superb,gen-ii-2008,2011,165896,1798,LPG,Piaseczno,Mazowieckie,32002
peugeot,307,,2002,313400,1587,Gasoline,Górki Wielkie,Śląskie,4500
mercedes-benz,cla-klasa,,2021,1,1950,Diesel,Łódź,Łódzkie,233333
volkswagen,t-cross,,2021,5,999,Gasoline,Łódź,Łódzkie,104330
mercedes-benz,cls-klasa,gen-c257-2018,2021,1,2999,Gasoline,Wrocław,Dolnośląskie,595784
bmw,x7,,2021,4000,2998,Gasoline,Częstochowa,Śląskie,529500
audi,a6,gen-c7-2011,2013,225000,1968,Diesel,Zwoleń,Mazowieckie,57800
audi,a6,gen-c6-2004-2011,2008,301000,2698,Diesel,Stargard Szczeciński,Zachodniopomorskie,18950
volkswagen,tiguan-allspace,,2021,5,1968,Diesel,Łódź,Łódzkie,205600
audi,a5,gen-f5-2016,2020,2620,1984,Gasoline,Błonie,Mazowieckie,207000
mazda,6,gen-ii-2007-2013-6,2008,180120,1999,LPG,Lublin,Lubelskie,24999
mazda,mx-5,,2019,16594,1998,Gasoline,Wejherowo,Pomorskie,58000
renault,koleos,,2017,100000,1995,Diesel,Sopot,Pomorskie,114900
volkswagen,passat,gen-b5-fl-2000-2005,2004,181560,1896,Diesel,Juszkowo,Pomorskie,3499
mercedes-benz,glk-klasa,,2012,131900,3498,Gasoline,Olsztyn,Warmińsko-mazurskie,103900
mercedes-benz,cl-klasa,gen-c215-1999-2006,2003,299000,4966,Gasoline,Olsztyn,Warmińsko-mazurskie,29900
audi,a4,gen-b9-2015,2016,290400,2967,Diesel,Mikoszewo,Pomorskie,80900
opel,zafira,gen-b-2005-2011,2007,212000,1598,Gasoline,Łąka,Śląskie,16800
opel,corsa,gen-d-2006-2014,2013,79800,1229,Gasoline,Niemstów,Dolnośląskie,18900
volkswagen,golf,gen-vii-2012,2017,200000,1968,Diesel,Ostrowiec Świętokrzyski,Świętokrzyskie,60000
volvo,xc-90,gen-i-2002,2003,250000,2401,Diesel,Międzyrzecz,Lubuskie,19700
fiat,freemont,,2011,144600,1956,Diesel,Morawin,Wielkopolskie,43050
volkswagen,arteon,,2022,0,0,Gasoline,Warszawa,Mazowieckie,195990
audi,a4,gen-b6-2000-2004,2003,350000,1896,Diesel,Wołomin,Mazowieckie,9200
skoda,octavia,gen-iii-2013,2017,76690,1968,Diesel,Wrocław,Dolnośląskie,100999
volkswagen,touareg,gen-i-2002-2010-touareg,2004,232500,2461,Diesel,Piotrkowice,Świętokrzyskie,22900
ford,fiesta,gen-mk7-2008,2012,149971,1242,Gasoline,Kłodzko,Dolnośląskie,19900
volvo,s40,,2000,178000,1783,Gasoline,Sułów,Dolnośląskie,5999
volvo,s60,gen-ii-2010-s60,2011,199000,1984,Diesel,Wilkanowo,Lubuskie,38999
volkswagen,caddy,gen-iv-2015,2016,367000,1968,Diesel,Olsztyn,Warmińsko-mazurskie,34900
bmw,seria-2,,2015,88000,1499,Gasoline,Gubin,Lubuskie,57800
ford,mondeo,gen-mk4-2007-2014,2009,230001,1753,Diesel,Katowice,Śląskie,18500
kia,carens,gen-iv-2013-carens,2015,139000,1685,Diesel,Zawiercie,Śląskie,48990
honda,cr-v,gen-iii-2006-2012,2009,160000,1997,Gasoline,Gniezno,Wielkopolskie,38000
audi,sq5,,2021,1,2967,Diesel,Modlnica,Małopolskie,464810
opel,meriva,gen-ii-2010,2010,162900,1364,Gasoline,Lublin,Lubelskie,24700
bmw,seria-3,gen-e90-2005-2012,2008,198000,1995,Gasoline,Warszawa,Mazowieckie,25900
ford,focus,gen-mk2-2004-2011,2009,173286,1798,Gasoline,Kutno,Łódzkie,17900
volkswagen,up,,2021,5,999,Gasoline,Nadarzyn,Mazowieckie,62180
bmw,x1,gen-e84-2009-2015,2012,168000,1995,Diesel,Lublin,Lubelskie,46500
seat,leon,gen-iii-2012,2017,154000,1395,Gasoline,Łódź,Łódzkie,57990
volkswagen,multivan,,2021,5,1984,Gasoline,Warszawa,Mazowieckie,277400
renault,clio,gen-iv-2012-clio,2014,124950,898,Gasoline,Poznań,Wielkopolskie,28700
skoda,superb,gen-i-2001-2008,2007,207600,1896,Diesel,Kutno,Łódzkie,17000
mercedes-benz,e-klasa,gen-w213-2016,2017,45000,1991,Gasoline,Warszawa,Mazowieckie,139999
renault,captur,,2017,42000,1461,Diesel,Wągrowiec,Wielkopolskie,57900
volkswagen,crafter,,2021,1,1968,Diesel,Toruń,Kujawsko-pomorskie,204426
ford,focus,gen-mk3-2010,2011,179000,1560,Diesel,Wągrowiec,Wielkopolskie,23800
peugeot,206,,2003,195250,1360,Gasoline,Widok,Mazowieckie,5999
chevrolet,cruze,,2011,209000,1998,Diesel,Zduńska Wola,Łódzkie,22900
kia,sportage,gen-ii-2004-2010,2008,235000,1975,Gasoline,Krośniewice,Łódzkie,24900
mini,one,,2012,82000,1598,Gasoline,Zabrze,Śląskie,27900
mazda,6,gen-iii-2012-6,2017,100251,2488,Gasoline,Bydgoszcz,Kujawsko-pomorskie,105900
citroen,c4-picasso,gen-ii-2013-c4-picasso,2014,179000,1997,Diesel,Gorzów Wielkopolski,Lubuskie,43900
toyota,avensis,gen-ii-2003-2009,2004,230000,1998,Gasoline,Warszawa,Mazowieckie,18900
audi,a6,gen-c7-2011,2019,99800,1968,Diesel,Złotów,Wielkopolskie,127999
bmw,seria-5,gen-f10-2009,2015,141000,2993,Diesel,Łuków,Lubelskie,139900
volkswagen,passat,gen-b8-2014,2018,141000,1968,Diesel,Płock,Mazowieckie,109900
